会話ID,長単位連番,文頭フラグ,話者ラベル,書字形,語彙素読み,語彙素,品詞,活用型,活用形,語種,語彙素細分類,語形,タグ付き書字形,発音形出現形,発音,発話単位の開始時刻,発話単位の終了時刻,転記単位の開始時刻,転記単位の終了時刻,仮名,文節頭フラグ
T001_003,1,B,IC02_広瀬,で,デ,で,接続詞,,,和,,デ,で,デ,デ,1.888,3.322,1.888,2.146,0,B
T001_003,2,I,IC02_広瀬,打席,ダセキ,打席,名詞-普通名詞-一般,,,漢,,ダセキ,打席,ダセキ,ダセキ,1.888,3.322,2.273,3.322,0,B
T001_003,3,I,IC02_広瀬,の,ノ,の,助詞-格助詞,,,和,,ノ,の,ノ,ノ,1.888,3.322,2.273,3.322,0,I
T001_003,4,I,IC02_広瀬,話しできん,ハナシデキル,話出来る,動詞-一般,上一段-カ行,連体形-撥音便,和,,ハナシデキル,話しできん,ハナシデキン,ハナシデキン,1.888,3.322,2.273,3.322,0,B
T001_003,5,I,IC02_広瀬,の,ノ,の,助詞-終助詞,,,和,,ノ,の。,ノ,ノ,1.888,3.322,2.273,3.322,0,I
T001_003,6,B,IC01_林,あ,アッ,あっ,感動詞-一般,,,和,,ア,あ。,ア,ア,3.820,3.957,3.820,3.957,0,B
T001_003,7,B,IC01_林,いい,ヨイ,良い,形容詞-一般,形容詞,終止形-一般,和,,イイ,(L いい,イー,イー,3.957,4.445,3.957,4.445,0,B
T001_003,8,I,IC01_林,っす,デス,です,助動詞,助動詞-デス,終止形-一般,和,,ッス,っす,ッス,ッス,3.957,4.445,3.957,4.445,0,I
T001_003,9,I,IC01_林,よ,ヨ,よ,助詞-終助詞,,,和,,ヨ,よ)。,ヨ,ヨ,3.957,4.445,3.957,4.445,0,I
T001_003,10,B,IC01_林,いい,ヨイ,良い,形容詞-一般,形容詞,終止形-一般,和,,イイ,(U いい,イー,イー,4.896,5.426,4.896,5.426,0,B
T001_003,11,I,IC01_林,です,デス,です,助動詞,助動詞-デス,終止形-一般,和,,デス,です),デス,デス,4.896,5.426,4.896,5.426,0,I
