会話ID,長単位連番,文頭フラグ,話者ラベル,書字形,語彙素読み,語彙素,品詞,活用型,活用形,語種,語彙素細分類,語形,タグ付き書字形,発音形出現形,発音,発話単位の開始時刻,発話単位の終了時刻,転記単位の開始時刻,転記単位の終了時刻,仮名,文節頭フラグ
T001_005,1,B,IC01_徳,うん,ウン,うん,感動詞-一般,,,和,,ウン,うん。,ウン,ウン,0.140,0.420,0.140,0.420,0,B
T001_005,2,B,IC01_徳,はい,ハイ,はい,感動詞-一般,,,和,,ハイ,はい ,ハイ,ハイ,1.680,2.090,1.680,2.090,0,B
T001_005,3,I,IC01_徳,はい,ハイ,はい,感動詞-一般,,,和,,ハイ,はい。,ハイ,ハイ,1.680,2.090,1.680,2.090,0,B
T001_005,4,B,IC01_徳,はい,ハイ,はい,感動詞-一般,,,和,,ハイ,はい。,ハイ,ハイ,3.360,3.660,3.360,3.660,0,B
T001_005,5,B,IC02_広瀬,全然,ゼンゼン,全然,副詞,,,漢,,ゼンゼン,(W デンゼン|全然),ゼンゼン,デンゼン,8.910,10.220,8.910,10.220,0,B
T001_005,6,I,IC02_広瀬,話し,ハナシ,話,名詞-普通名詞-一般,,,和,,ハナシ,話し,ハナシ,ハナシ,8.910,10.220,8.910,10.220,0,B
T001_005,7,I,IC02_広瀬,変わる,カワル,変わる,動詞-一般,五段-ラ行,終止形-一般,和,,カワル,変わる,カワル,カワル,8.910,10.220,8.910,10.220,0,B
T001_005,8,I,IC02_広瀬,けど,ケレド,けれど,助詞-接続助詞,,,和,,ケド,けど,ケド,ケド,8.910,10.220,8.910,10.220,0,I
T001_005,9,I,IC02_広瀬,さ,サ,さ,助詞-終助詞,,,和,,サ,さ:。,サ,サー,8.910,10.220,8.910,10.220,0,I
T001_005,10,B,IC01_徳,はい,ハイ,はい,感動詞-一般,,,和,,ハイ,はい ,ハイ,ハイ,10.280,10.660,10.280,10.660,0,B
T001_005,11,I,IC01_徳,はい,ハイ,はい,感動詞-一般,,,和,,ハイ,はい。,ハイ,ハイ,10.280,10.660,10.280,10.660,0,B
T001_005,12,B,IC02_広瀬,徳,トク,徳,名詞-固有名詞-人名-名,,,固,,トク,(R 徳),トク,トク,11.820,18.245,11.820,13.24,1,B
T001_005,13,I,IC02_広瀬,の,ノ,の,助詞-格助詞,,,和,,ノ,の,ノ,ノ,11.820,18.245,11.820,13.24,0,I
T001_005,14,I,IC02_広瀬,よう,ヨウ,様,形状詞-助動詞語幹,,,漢,,ヨウ,よう,ヨー,ヨー,11.820,18.245,11.820,13.24,0,B
T001_005,15,I,IC02_広瀬,な,ダ,だ,助動詞,助動詞-ダ,連体形-一般,和,,ダ,な:,ナ,ナー,11.820,18.245,11.820,13.24,0,I
T001_005,16,I,IC02_広瀬,永大大学院,エイダイダイガクイン,永大大学院,名詞-普通名詞-一般,,,混,,エイダイダイガクイン,(R 永大)大学院,エーダイダイガクイン,エーダイダイガクイン,11.820,18.245,14.39,15.76,1,B
T001_005,17,I,IC02_広瀬,出,デル,出る,動詞-一般,下一段-ダ行,連用形-一般,和,,デル,出,デ,デ,11.820,18.245,14.39,15.76,0,B
T001_005,18,I,IC02_広瀬,て,テル,てる,助動詞,下一段-タ行,連用形-一般,和,,テル,て,テ,テ,11.820,18.245,14.39,15.76,0,I
T001_005,19,I,IC02_広瀬,て,テ,て,助詞-接続助詞,,,和,,テ,て:,テ,テー,11.820,18.245,14.39,15.76,0,I
T001_005,20,I,IC02_広瀬,佳大,ケイダイ,佳大,名詞-固有名詞-一般,,,固,,ケイダイ,(R (U 佳大)),ケーダイ,ケーダイ,11.820,18.245,16.425,18.245,1,B
T001_005,21,I,IC02_広瀬,で,デ,で,助詞-格助詞,,,和,,デ,で,デ,デ,11.820,18.245,16.425,18.245,0,I
