会話ID,長単位連番,文頭フラグ,話者ラベル,書字形,語彙素読み,語彙素,品詞,活用型,活用形,語種,語彙素細分類,語形,タグ付き書字形,発音形出現形,発音,発話単位の開始時刻,発話単位の終了時刻,転記単位の開始時刻,転記単位の終了時刻,仮名,文節頭フラグ
C002_005,1,B,IC02_智也,あれ,アレ,あれ,感動詞-一般,,,和,,アレ,あれ?。,アレ,アレ,3.044,3.273,3.044,3.273,0,B
C002_005,2,B,IC02_智也,間違え,マチガエル,間違える,動詞-一般,下一段-ア行,連用形-一般,和,,マチガエル,間違え,マチガエ,マチガエ,3.885,4.896,3.885,4.896,0,B
C002_005,3,I,IC02_智也,ちゃっ,チャウ,ちゃう,助動詞,五段-ワア行,連用形-促音便,和,,チャウ,ちゃっ,チャッ,チャッ,3.885,4.896,3.885,4.896,0,I
C002_005,4,I,IC02_智也,た,タ,た,助動詞,助動詞-タ,連体形-一般,和,,タ,た,タ,タ,3.885,4.896,3.885,4.896,0,I
C002_005,5,I,IC02_智也,んじゃない,ノデハナイ,のではない,助動詞,形容詞,終止形-一般,和,,ンジャナイ,(U んじゃない)。,ンジャナイ,ンジャナイ,3.885,4.896,3.885,4.896,0,I
C002_005,6,B,IC02_智也,＃＃＃,,,形態論情報付与対象外,,,,,,(X ＃＃＃),＃＃＃,＃＃＃,5.441,6.860,5.441,5.733,0,B
C002_005,7,I,IC02_智也,こっち,コチラ,此方,代名詞,,,和,,コッチ,こっち,コッチ,コッチ,5.441,6.860,5.79,6.860,0,B
C002_005,8,I,IC02_智也,に,ニ,に,助詞-格助詞,,,和,,ニ,に ,ニ,ニ,5.441,6.860,5.79,6.860,0,I
C002_005,9,I,IC02_智也,い,イル,居る,動詞-一般,上一段-ア行,未然形-一般,和,,イル,い,イ,イ,5.441,6.860,5.79,6.860,0,B
C002_005,10,I,IC02_智也,なきゃ,ナイ,ない,助動詞,助動詞-ナイ,仮定形-融合,和,,ナイ,なきゃ,ナキャ,ナキャ,5.441,6.860,5.79,6.860,0,I
C002_005,11,I,IC02_智也,だめ,ダメ,駄目,形状詞-一般,,,混,,ダメ,だめ,ダメ,ダメ,5.441,6.860,5.79,6.860,0,B
C002_005,12,I,IC02_智也,な,ダ,だ,助動詞,助動詞-ダ,連体形-一般,和,,ダ,な,ナ,ナ,5.441,6.860,5.79,6.860,0,I
C002_005,13,I,IC02_智也,んだ,ノダ,のだ,助動詞,助動詞-ダ,終止形-一般,和,,ンダ,んだ。,ンダ,ンダ,5.441,6.860,5.79,6.860,0,I
C002_005,14,B,IC01_日野,ガソリン,ガソリン,ガソリン,名詞-普通名詞-一般,,,外,gasoline,ガソリン,ガソリン,ガソリン,ガソリン,7.682,8.839,7.682,8.839,0,B
C002_005,15,I,IC01_日野,は,ハ,は,助詞-係助詞,,,和,,ハ,は,ワ,ワ,7.682,8.839,7.682,8.839,0,I
C002_005,16,I,IC01_日野,どこ,ドコ,何処,代名詞,,,和,,ドコ,どこ,ドコ,ドコ,7.682,8.839,7.682,8.839,0,B
C002_005,17,I,IC01_日野,で,デ,で,助詞-格助詞,,,和,,デ,で,デ,デ,7.682,8.839,7.682,8.839,0,I
C002_005,18,I,IC01_日野,入れる,イレル,入れる,動詞-一般,下一段-ラ行,連体形-一般,和,,イレル,入れる,イレル,イレル,7.682,8.839,7.682,8.839,0,B
C002_005,19,I,IC01_日野,の,ノ,の,助詞-終助詞,,,和,,ノ,の。,ノ,ノ,7.682,8.839,7.682,8.839,0,I
C002_005,20,B,IC02_智也,うん,ウン,うん,感動詞-一般,,,和,,ウン,うん。,ウン,ウン,8.772,8.859,8.772,8.859,0,B
C002_005,21,B,IC02_智也,ワ,,,言いよどみ,,,,,,(D ワ)。,ワ,ワ,8.859,8.970,8.859,8.970,0,B
C002_005,22,B,IC02_智也,おー,オオ,おお,感動詞-一般,,,和,,オオ,おー。,オー,オー,8.970,9.216,8.970,9.216,0,B
C002_005,23,B,IC02_智也,入れそびれ,イレソビレル,入れそびれる,動詞-一般,下一段-ラ行,連用形-一般,和,,イレソビレル,入れそびれ%,イレソビレ,イレソビレッ,9.216,10.075,9.216,10.075,0,B
C002_005,24,I,IC02_智也,た,タ,た,助動詞,助動詞-タ,終止形-一般,和,,タ,た。,タ,タ,9.216,10.075,9.216,10.075,0,I
C002_005,25,B,IC02_智也,あっ,アッ,あっ,感動詞-一般,,,和,,アッ,あっ。,アッ,アッ,10.145,10.239,10.145,10.239,0,B
C002_005,26,B,IC02_智也,あそこ,アソコ,彼処,代名詞,,,和,,アソコ,あそこ,アソコ,アソコ,10.239,10.661,10.239,10.661,0,B
C002_005,27,I,IC02_智也,に,ニ,に,助詞-格助詞,,,和,,ニ,に,ニ,ニ,10.239,10.661,10.239,10.661,0,I
C002_005,28,I,IC02_智也,ある,アル,有る,動詞-一般,五段-ラ行,終止形-一般,和,,アル,(L ある)。,アル,アル,10.239,10.661,10.239,10.661,0,B
C002_005,29,B,IC02_智也,◇,,,形態論情報付与対象外,,,,,,(L ◇),◇,◇,10.661,11.603,10.661,11.603,0,B
C002_005,30,B,IC02_智也,宇佐美,ウサミ,宇佐美,名詞-固有名詞-人名-姓,,,固,,ウサミ,宇佐美,ウサミ,ウサミ,11.603,12.281,11.603,12.281,0,B
C002_005,31,I,IC02_智也,が,ガ,が,助詞-格助詞,,,和,,ガ,が,ガ,ガ,11.603,12.281,11.603,12.281,0,I
