会話ID,長単位連番,文頭フラグ,話者ラベル,書字形,語彙素読み,語彙素,品詞,活用型,活用形,語種,語彙素細分類,語形,タグ付き書字形,発音形出現形,発音,発話単位の開始時刻,発話単位の終了時刻,転記単位の開始時刻,転記単位の終了時刻,仮名,文節頭フラグ
T007_005a,1,B,N10A_塚田,と,ト,と,助詞-格助詞,,,和,,ト,と,ト,ト,0.326,1.106,0.326,1.106,0,B
T007_005a,2,I,N10A_塚田,ゆう,イウ,言う,動詞-一般,五段-ワア行,連体形-一般,和,,ユウ,ゆう,ユー,ユー,0.326,1.106,0.326,1.106,0,B
T007_005a,3,I,N10A_塚田,こと,コト,事,名詞-普通名詞-一般,,,和,,コト,こと,コト,コト,0.326,1.106,0.326,1.106,0,B
T007_005a,4,I,N10A_塚田,らしい,ラシイ,らしい,助動詞,助動詞-ラシイ,終止形-一般,和,,ラシイ,らしい。,ラシー,ラシー,0.326,1.106,0.326,1.106,0,I
T007_005a,5,B,IC03_節子,うん,ウン,うん,感動詞-一般,,,和,,ウン,うん。,ウン,ウン,1.016,1.443,1.016,1.443,0,B
T007_005a,6,B,IC03_節子,なかなか,ナカナカ,中々,副詞,,,和,,ナカナカ,なかなか,ナカナカ,ナカナカ,3.250,4.206,3.250,4.206,0,B
T007_005a,7,I,IC03_節子,大変,タイヘン,大変,形状詞-一般,,,漢,,タイヘン,大変,タイヘン,タイヘン,3.250,4.206,3.250,4.206,0,B
T007_005a,8,I,IC03_節子,だ,ダ,だ,助動詞,助動詞-ダ,終止形-一般,和,,ダ,だ。,ダ,ダ,3.250,4.206,3.250,4.206,0,I
T007_005a,9,B,IC02_秀夫,◇,,,形態論情報付与対象外,,,,,,(L ◇),◇,◇,4.506,5.303,4.506,5.303,0,B
T007_005a,10,B,IC03_節子,◇,,,形態論情報付与対象外,,,,,,(L ◇),◇,◇,4.796,5.252,4.796,5.252,0,B
T007_005a,11,B,IC03_節子,ほい,ソレ,其れ,代名詞,,,和,,ホイ,ほい,ホイ,ホイ,6.632,8.155,6.632,8.155,0,B
T007_005a,12,I,IC03_節子,で,デ,で,助詞-格助詞,,,和,,デ,で,デ,デ,6.632,8.155,6.632,8.155,0,I
T007_005a,13,I,IC03_節子,佳代さん,カヨサン,佳代さん,名詞-固有名詞-人名-名,,,固,,カヨサン,(R 佳代)さん ,カヨサン,カヨサン,6.632,8.155,6.632,8.155,1,B
T007_005a,14,I,IC03_節子,今,イマ,今,副詞,,,和,,イマ,今 ,イマ,イマ,6.632,8.155,6.632,8.155,0,B
T007_005a,15,I,IC03_節子,買い物し,カイモノスル,買い物する,動詞-一般,サ行変格,連用形-一般,和,,カイモノスル,買い物し,カイモノシ,カイモノシ,6.632,8.155,6.632,8.155,0,B
T007_005a,16,I,IC03_節子,てる,テル,てる,助動詞,下一段-タ行,終止形-一般,和,,テル,てる。,テル,テル,6.632,8.155,6.632,8.155,0,I
T007_005a,17,B,N10A_塚田,あ,アッ,あっ,感動詞-一般,,,和,,ア,あ。,ア,ア,8.375,8.461,8.375,8.461,0,B
T007_005a,18,B,N10A_塚田,今,イマ,今,名詞-普通名詞-一般,,,和,,イマ,今: ,イマ,イマー,8.461,10.153,8.461,10.153,0,B
T007_005a,19,I,N10A_塚田,だ,ダ,だ,助動詞,助動詞-ダ,終止形-一般,和,,ダ,だ,ダ,ダ,8.461,10.153,8.461,10.153,0,B
T007_005a,20,I,N10A_塚田,から,カラ,から,助詞-接続助詞,,,和,,カラ,から,カラ,カラ,8.461,10.153,8.461,10.153,0,I
T007_005a,21,I,N10A_塚田,東栄,トウエイ,東栄,名詞-固有名詞-地名-一般,,,固,,トウエイ,(W トーエ|東栄),トーエー,トーエ,8.461,10.153,8.461,10.153,0,B
T007_005a,22,I,N10A_塚田,の,ノ,の,助詞-格助詞,,,和,,ノ,の,ノ,ノ,8.461,10.153,8.461,10.153,0,I
T007_005a,23,I,N10A_塚田,駅,エキ,駅,名詞-普通名詞-一般,,,漢,,エキ,駅,エキ,エキ,8.461,10.153,8.461,10.153,0,B
T007_005a,24,I,N10A_塚田,から,カラ,から,助詞-格助詞,,,和,,カラ,から,カラ,カラ,8.461,10.153,8.461,10.153,0,I
T007_005a,25,I,N10A_塚田,着い,ツク,着く,動詞-一般,五段-カ行,連用形-イ音便,和,,ツク,着い,ツイ,ツイ,8.461,10.153,8.461,10.153,0,B
T007_005a,26,I,N10A_塚田,て,テ,て,助詞-接続助詞,,,和,,テ,て。,テ,テ,8.461,10.153,8.461,10.153,0,I
T007_005a,27,B,IC03_節子,うん,ウン,うん,感動詞-一般,,,和,,ウン,うん。,ウン,ウン,10.234,10.471,10.234,10.471,0,B
T007_005a,28,B,N10A_塚田,と,ト,と,感動詞-フィラー,,,和,,ト,と ,ト,ト,10.817,13.522,10.817,11.457,0,B
T007_005a,29,I,N10A_塚田,お花,オハナ,御花,名詞-普通名詞-一般,,,和,,オハナ,お花,オハナ,オハナ,10.817,13.522,10.817,11.457,0,B
T007_005a,30,I,N10A_塚田,駅,エキ,駅,名詞-普通名詞-一般,,,漢,,エキ,駅,エキ,エキ,10.817,13.522,11.77,12.516,0,B
T007_005a,31,I,N10A_塚田,の,ノ,の,助詞-格助詞,,,和,,ノ,の,ノ,ノ,10.817,13.522,11.77,12.516,0,I
T007_005a,32,I,N10A_塚田,とこ,トコロ,所,名詞-普通名詞-一般,,,和,,トコ,とこ,トコ,トコ,10.817,13.522,11.77,12.516,0,B
T007_005a,33,I,N10A_塚田,で,デ,で,助詞-格助詞,,,和,,デ,で,デ,デ,10.817,13.522,11.77,12.516,0,I
