会話ID,長単位連番,文頭フラグ,話者ラベル,書字形,語彙素読み,語彙素,品詞,活用型,活用形,語種,語彙素細分類,語形,タグ付き書字形,発音形出現形,発音,発話単位の開始時刻,発話単位の終了時刻,転記単位の開始時刻,転記単位の終了時刻,仮名,文節頭フラグ
K001_003a,1,B,IC03_佐久,でも,デモ,でも,接続詞,,,和,,デモ,でも,デモ,デモ,0.415,2.863,0.415,2.863,0,B
K001_003a,2,I,IC03_佐久,なん,ナニ,何,代名詞,,,和,,ナン,なん,ナン,ナン,0.415,2.863,0.415,2.863,0,B
K001_003a,3,I,IC03_佐久,か,カ,か,助詞-副助詞,,,和,,カ,か,カ,カ,0.415,2.863,0.415,2.863,0,I
K001_003a,4,I,IC03_佐久,携帯,ケイタイ,携帯,名詞-普通名詞-一般,,,漢,,ケイタイ,携帯,ケータイ,ケータイ,0.415,2.863,0.415,2.863,0,B
K001_003a,5,I,IC03_佐久,を,ヲ,を,助詞-格助詞,,,和,,ヲ,を,オ,オ,0.415,2.863,0.415,2.863,0,I
K001_003a,6,I,IC03_佐久,見すぎ,ミスギル,見過ぎる,動詞-一般,上一段-ガ行,連用形-一般,和,,ミスギル,見すぎ,ミスギ,ミスギ,0.415,2.863,0.415,2.863,0,B
K001_003a,7,I,IC03_佐久,てる,テル,てる,助動詞,下一段-タ行,連体形-一般,和,,テル,てる,テル,テル,0.415,2.863,0.415,2.863,0,I
K001_003a,8,I,IC03_佐久,の,ノ,の,助詞-準体助詞,,,和,,ノ,の,ノ,ノ,0.415,2.863,0.415,2.863,0,I
K001_003a,9,I,IC03_佐久,か,カ,か,助詞-終助詞,,,和,,カ,か,カ,カ,0.415,2.863,0.415,2.863,0,I
K001_003a,10,I,IC03_佐久,な,ナ,な,助詞-終助詞,,,和,,ナ,な,ナ,ナ,0.415,2.863,0.415,2.863,0,I
K001_003a,11,I,IC03_佐久,と,ト,と,助詞-格助詞,,,和,,ト,と,ト,ト,0.415,2.863,0.415,2.863,0,I
K001_003a,12,I,IC03_佐久,思っ,オモウ,思う,動詞-一般,五段-ワア行,連用形-促音便,和,,オモウ,思っ,オモッ,オモッ,0.415,2.863,0.415,2.863,0,B
K001_003a,13,I,IC03_佐久,て,テ,て,助詞-接続助詞,,,和,,テ,て。,テ,テ,0.415,2.863,0.415,2.863,0,I
K001_003a,14,B,IC03_佐久,最近,サイキン,最近,副詞,,,漢,,サイキン,最近。,サイキン,サイキン,2.863,3.326,2.863,3.326,0,B
K001_003a,15,B,IC02_玲奈,うん,ウン,うん,感動詞-一般,,,和,,ウン,うん ,ウン,ウン,3.118,3.774,3.118,3.774,0,B
K001_003a,16,I,IC02_玲奈,うん,ウン,うん,感動詞-一般,,,和,,ウン,うん。,ウン,ウン,3.118,3.774,3.118,3.774,0,B
K001_003a,17,B,IC03_佐久,だから,ダカラ,だから,接続詞,,,和,,ダカラ,だから ,ダカラ,ダカラ,3.326,6.067,3.326,5.159,0,B
K001_003a,18,I,IC03_佐久,きのう,キノウ,昨日,名詞-普通名詞-一般,,,和,,キノウ,きのう,キノー,キノー,3.326,6.067,3.326,5.159,0,B
K001_003a,19,I,IC03_佐久,から,カラ,から,助詞-格助詞,,,和,,カラ,から:,カラ,カラー,3.326,6.067,3.326,5.159,0,I
K001_003a,20,I,IC03_佐久,少し,スコシ,少し,副詞,,,和,,スコシ,少し,スコシ,スコシ,3.326,6.067,3.326,5.159,0,B
K001_003a,21,I,IC03_佐久,だけ,ダケ,だけ,助詞-副助詞,,,和,,ダケ,だけ,ダケ,ダケ,3.326,6.067,3.326,5.159,0,I
K001_003a,22,I,IC03_佐久,こう,コウ,こう,副詞,,,和,,コウ,こう,コー,コー,3.326,6.067,3.326,5.159,0,B
K001_003a,23,I,IC03_佐久,抑え,オサエル,押さえる,動詞-一般,下一段-ア行,連用形-一般,和,,オサエル,抑え,オサエ,オサエ,3.326,6.067,5.556,6.067,0,B
K001_003a,24,I,IC03_佐久,てる,テル,てる,助動詞,下一段-タ行,終止形-一般,和,,テル,てる。,テル,テル,3.326,6.067,5.556,6.067,0,I
K001_003a,25,B,IC02_玲奈,うん,ウン,うん,感動詞-一般,,,和,,ウン,(T うん)。,ウン,ウン,4.767,4.958,4.767,4.958,0,B
K001_003a,26,B,IC02_玲奈,うん,ウン,うん,感動詞-一般,,,和,,ウン,うん。,ウン,ウン,5.392,5.696,5.392,5.696,0,B
K001_003a,27,B,IC02_玲奈,うん,ウン,うん,感動詞-一般,,,和,,ウン,うん。,ウン,ウン,6.359,6.633,6.359,6.633,0,B
K001_003a,28,B,IC02_玲奈,＃＃,,,言いよどみ,,,,,,(D ＃＃) ,＃＃,＃＃,7.068,7.727,7.068,7.727,0,B
K001_003a,29,I,IC02_玲奈,でも,デモ,でも,接続詞,,,和,,デモ,でも,デモ,デモ,7.068,7.727,7.068,7.727,0,B
K001_003a,30,I,IC02_玲奈,ン,,,言いよどみ,,,,,,(D ン)。,ン,ン,7.068,7.727,7.068,7.727,0,B
K001_003a,31,B,IC01_萌,◇,,,形態論情報付与対象外,,,,,,(L ◇),◇,◇,7.186,7.370,7.186,7.370,0,B
K001_003a,32,B,IC01_萌,そう,ソウ,そう,副詞,,,和,,ソウ,(L そう,ソー,ソー,7.370,7.969,7.370,7.969,0,B
K001_003a,33,I,IC01_萌,ゆう,イウ,言う,動詞-一般,五段-ワア行,終止形-一般,和,,ユウ,ゆう)。,ユー,ユー,7.370,7.969,7.370,7.969,0,B
K001_003a,34,B,IC03_佐久,◇,,,形態論情報付与対象外,,,,,,(L ◇),◇,◇,7.929,9.498,7.929,9.498,0,B
K001_003a,35,B,IC02_玲奈,うん,ウン,うん,感動詞-一般,,,和,,ウン,うん。,ウン,ウン,7.957,8.297,7.957,8.297,0,B
