会話ID,長単位連番,文頭フラグ,話者ラベル,書字形,語彙素読み,語彙素,品詞,活用型,活用形,語種,語彙素細分類,語形,タグ付き書字形,発音形出現形,発音,発話単位の開始時刻,発話単位の終了時刻,転記単位の開始時刻,転記単位の終了時刻,仮名,文節頭フラグ
W001_002,1,B,IC01_松川,今,イマ,今,名詞-普通名詞-一般,,,和,,イマ,今,イマ,イマ,0.282,2.971,0.282,1.288,0,B
W001_002,2,I,IC01_松川,の,ノ,の,助詞-格助詞,,,和,,ノ,の,ノ,ノ,0.282,2.971,0.282,1.288,0,I
W001_002,3,I,IC01_松川,件,ケン,件,名詞-普通名詞-一般,,,漢,,ケン,件,ケン,ケン,0.282,2.971,0.282,1.288,0,B
W001_002,4,I,IC01_松川,は,ハ,は,助詞-係助詞,,,和,,ハ,は,ワ,ワ,0.282,2.971,0.282,1.288,0,I
W001_002,5,I,IC01_松川,もう,モウ,もう,副詞,,,和,,モウ,もう,モー,モー,0.282,2.971,0.282,1.288,0,B
W001_002,6,I,IC01_松川,それ,ソレ,其れ,代名詞,,,和,,ソレ,それ,ソレ,ソレ,0.282,2.971,1.367,1.944,0,B
W001_002,7,I,IC01_松川,で,ダ,だ,助動詞,助動詞-ダ,連用形-一般,和,,ダ,で,デ,デ,0.282,2.971,1.367,1.944,0,I
W001_002,8,I,IC01_松川,よろしい,ヨロシイ,宜しい,形容詞-一般,形容詞,終止形-一般,和,,ヨロシイ,よろしい,ヨロシー,ヨロシー,0.282,2.971,2.275,2.971,0,B
W001_002,9,I,IC01_松川,でしょう,デス,です,助動詞,助動詞-デス,意志推量形,和,,デス,でしょう,デショー,デショー,0.282,2.971,2.275,2.971,0,I
W001_002,10,I,IC01_松川,か,カ,か,助詞-終助詞,,,和,,カ,か。,カ,カ,0.282,2.971,2.275,2.971,0,I
W001_002,11,B,IC09_仲居,です,デス,です,助動詞,助動詞-デス,終止形-一般,和,,デス,(T (U です,デス,デス,0.845,1.369,0.845,1.369,0,B
