会話ID,長単位連番,文頭フラグ,話者ラベル,書字形,語彙素読み,語彙素,品詞,活用型,活用形,語種,語彙素細分類,語形,タグ付き書字形,発音形出現形,発音,発話単位の開始時刻,発話単位の終了時刻,転記単位の開始時刻,転記単位の終了時刻,仮名,文節頭フラグ
K001_008,1,B,IC02_郁,なんとかカフェ,ナントカカフェ,何とかカフェ,名詞-普通名詞-一般,,,混,,ナントカカフェ,なんとかカフェ,ナントカカフェ,ナントカカフェ,2.855,3.688,2.855,3.688,0,B
K001_008,2,I,IC02_郁,イ,,,言いよどみ,,,,,,(D イ)。,イ,イ,2.855,3.688,2.855,3.688,0,B
K001_008,3,B,IC02_郁,違う,チガウ,違う,動詞-一般,五段-ワア行,終止形-一般,和,,チガウ,違う,チガウ,チガウ,6.388,6.863,6.388,6.863,0,B
K001_008,4,I,IC02_郁,な,ナ,な,助詞-終助詞,,,和,,ナ,な:?。,ナ,ナー,6.388,6.863,6.388,6.863,0,I
K001_008,5,B,IC02_郁,萌,モエ,萌,名詞-固有名詞-人名-名,,,固,,モエ,(R 萌),モエ,モエ,6.863,7.981,6.863,7.981,1,B
K001_008,6,I,IC02_郁,と,ト,と,助詞-格助詞,,,和,,ト,と,ト,ト,6.863,7.981,6.863,7.981,0,I
K001_008,7,I,IC02_郁,じゃない,デハナイ,ではない,助動詞,形容詞,終止形-一般,和,,ジャナイ,じゃない,ジャナイ,ジャナイ,6.863,7.981,6.863,7.981,0,I
K001_008,8,I,IC02_郁,な,ナ,な,助詞-終助詞,,,和,,ナ,な:?。,ナ,ナー,6.863,7.981,6.863,7.981,0,I
K001_008,9,B,IC02_郁,誰,ダレ,誰,代名詞,,,和,,ダレ,誰,ダレ,ダレ,8.106,12.431,8.106,9.228,0,B
K001_008,10,I,IC02_郁,か,カ,か,助詞-終助詞,,,和,,カ,か,カ,カ,8.106,12.431,8.106,9.228,0,I
K001_008,11,I,IC02_郁,と,ト,と,助詞-格助詞,,,和,,ト,と,ト,ト,8.106,12.431,8.106,9.228,0,I
K001_008,12,I,IC02_郁,行っ,イク,行く,動詞-一般,五段-カ行,連用形-促音便,和,,イク,行っ,イッ,イッ,8.106,12.431,8.106,9.228,0,B
K001_008,13,I,IC02_郁,た,タ,た,助動詞,助動詞-タ,連体形-一般,和,,タ,た,タ,タ,8.106,12.431,8.106,9.228,0,I
K001_008,14,I,IC02_郁,時,トキ,時,名詞-普通名詞-一般,,,和,,トキ,時,トキ,トキ,8.106,12.431,8.106,9.228,0,B
K001_008,15,I,IC02_郁,に,ニ,に,助詞-格助詞,,,和,,ニ,に,ニ,ニ,8.106,12.431,8.106,9.228,0,I
K001_008,16,I,IC02_郁,オーガニック,オーガニック,オーガニック,名詞-普通名詞-一般,,,外,,オーガニック,オーガニック,オーガニック,オーガニック,8.106,12.431,10.189,12.431,0,B
K001_008,17,I,IC02_郁,カフ,,,言いよどみ,,,,,,(D カフ),カフ,カフ,8.106,12.431,10.189,12.431,0,B
K001_008,18,I,IC02_郁,コーヒー,コーヒー,コーヒー,名詞-普通名詞-一般,,,外,coffee,コーヒー,コーヒー,コーヒー,コーヒー,8.106,12.431,10.189,12.431,0,B
K001_008,19,I,IC02_郁,を,ヲ,を,助詞-格助詞,,,和,,ヲ,を,オ,オ,8.106,12.431,10.189,12.431,0,I
K001_008,20,I,IC02_郁,飲ん,ノム,飲む,動詞-一般,五段-マ行,連用形-撥音便,和,,ノム,飲ん,ノン,ノン,8.106,12.431,10.189,12.431,0,B
K001_008,21,I,IC02_郁,だ,タ,た,助動詞,助動詞-タ,連体形-一般,和,,ダ,だ,ダ,ダ,8.106,12.431,10.189,12.431,0,I
K001_008,22,I,IC02_郁,の,ノ,の,助詞-終助詞,,,和,,ノ,の。,ノ,ノ,8.106,12.431,10.189,12.431,0,I
K001_008,23,B,IC01_萌,うん,ウン,うん,感動詞-一般,,,和,,ウン,うん。,ウン,ウン,12.546,12.911,12.546,12.911,0,B
K001_008,24,B,IC01_萌,薄かっ,ウスイ,薄い,形容詞-一般,形容詞,連用形-促音便,和,,ウスイ,薄かっ,ウスカッ,ウスカッ,13.504,14.127,13.504,14.127,0,B
K001_008,25,I,IC01_萌,た,タ,た,助動詞,助動詞-タ,終止形-一般,和,,タ,た?。,タ,タ,13.504,14.127,13.504,14.127,0,I
K001_008,26,B,IC02_郁,薄かっ,ウスイ,薄い,形容詞-一般,形容詞,連用形-促音便,和,,ウスイ,薄かっ,ウスカッ,ウスカッ,14.044,14.695,14.044,14.695,0,B
K001_008,27,I,IC02_郁,た,タ,た,助動詞,助動詞-タ,終止形-一般,和,,タ,た。,タ,タ,14.044,14.695,14.044,14.695,0,I
K001_008,28,B,IC02_郁,で,デ,で,接続詞,,,和,,デ,で ,デ,デ,15.337,17.435,15.337,17.435,0,B
K001_008,29,I,IC02_郁,なん,ナニ,何,代名詞,,,和,,ナン,なん,ナン,ナン,15.337,17.435,15.337,17.435,0,B
K001_008,30,I,IC02_郁,か,カ,か,助詞-副助詞,,,和,,カ,か,カ,カ,15.337,17.435,15.337,17.435,0,I
K001_008,31,I,IC02_郁,物足りなさ,モノタリナサ,物足りなさ,名詞-普通名詞-一般,,,和,,モノタリナサ,物足りなさ,モノタリナサ,モノタリナサ,15.337,17.435,15.337,17.435,0,B
K001_008,32,I,IC02_郁,を,ヲ,を,助詞-格助詞,,,和,,ヲ,を,オ,オ,15.337,17.435,15.337,17.435,0,I
K001_008,33,I,IC02_郁,感じ,カンズル,感ずる,動詞-一般,サ行変格,連用形-一般,混,,カンズル,感じ,カンジ,カンジ,15.337,17.435,15.337,17.435,0,B
K001_008,34,I,IC02_郁,た,タ,た,助動詞,助動詞-タ,連体形-一般,和,,タ,た,タ,タ,15.337,17.435,15.337,17.435,0,I
K001_008,35,I,IC02_郁,の,ノ,の,助詞-終助詞,,,和,,ノ,の。,ノ,ノ,15.337,17.435,15.337,17.435,0,I
K001_008,36,B,IC01_萌,ふーん,フン,ふん,感動詞-一般,,,和,,フウン,ふーん。,フーン,フーン,16.814,17.483,16.814,17.483,0,B
K001_008,37,B,IC01_萌,でも,デモ,でも,接続詞,,,和,,デモ,でも,デモ,デモ,19.005,22.396,19.005,19.953,0,B
