会話ID,長単位連番,文頭フラグ,話者ラベル,書字形,語彙素読み,語彙素,品詞,活用型,活用形,語種,語彙素細分類,語形,タグ付き書字形,発音形出現形,発音,発話単位の開始時刻,発話単位の終了時刻,転記単位の開始時刻,転記単位の終了時刻,仮名,文節頭フラグ
T004_001,1,B,IC01_一ノ宮,すいません,スミマセン,済みません,感動詞-一般,,,和,,スイマセヌ,すいません。,スイマセン,スイマセン,0.445,1.005,0.445,1.005,0,B
T004_001,2,B,IC01_一ノ宮,お待たせし,オマタセスル,御待たせする,動詞-一般,サ行変格,連用形-一般,和,,オマタセスル,お待たせし,オマタセシ,オマタセシ,1.027,2.145,1.027,2.145,0,B
T004_001,3,I,IC01_一ノ宮,まし,マス,ます,助動詞,助動詞-マス,連用形-一般,和,,マス,まし,マシ,マシ,1.027,2.145,1.027,2.145,0,I
T004_001,4,I,IC01_一ノ宮,た,タ,た,助動詞,助動詞-タ,終止形-一般,和,,タ,た。,タ,タ,1.027,2.145,1.027,2.145,0,I
T004_001,5,B,IC02_パパ,んじゃ,デ,で,接続詞,,,和,,ンジャ,んじゃ ,ンジャ,ンジャ,2.295,3.912,2.295,3.912,0,B
T004_001,6,I,IC02_パパ,まあ,マア,まあ,副詞,,,和,,マア,まあ:。,マー,マー,2.295,3.912,2.295,3.912,0,B
T004_001,7,B,IC03_さとし,いただき,イタダク,頂く,動詞-一般,五段-カ行,連用形-一般,和,,イタダク,(W イタッキ|いただき),イタダキ,イタッキ,2.304,4.106,2.304,4.106,0,B
T004_001,8,I,IC03_さとし,ます,マス,ます,助動詞,助動詞-マス,終止形-一般,和,,マス,(W マー|ます)。,マス,マー,2.304,4.106,2.304,4.106,0,I
T004_001,9,B,IC01_一ノ宮,はい,ハイ,はい,感動詞-一般,,,和,,ハイ,(W アイ|はい)。,ハイ,アイ,2.865,3.081,2.865,3.081,0,B
T004_001,10,B,IC01_一ノ宮,いただき,イタダク,頂く,動詞-一般,五段-カ行,連用形-一般,和,,イタダク,いただき,イタダキ,イタダキ,3.081,3.955,3.081,3.955,0,B
T004_001,11,I,IC01_一ノ宮,ます,マス,ます,助動詞,助動詞-マス,終止形-一般,和,,マス,ま:す。,マス,マース,3.081,3.955,3.081,3.955,0,I
T004_001,12,B,IC01_一ノ宮,お疲れ,オツカレ,御疲れ,名詞-普通名詞-一般,,,和,,オツカレ,お疲れ:。,オツカレ,オツカレー,3.979,5.017,3.979,5.017,0,B
T004_001,13,B,IC02_パパ,はーい,ハイ,はい,感動詞-一般,,,和,,ハアイ,はーい。,ハーイ,ハーイ,4.195,4.723,4.195,4.723,0,B
T004_001,14,B,IC03_さとし,お待たせし,オマタセスル,御待たせする,動詞-一般,サ行変格,連用形-一般,和,,オマタセスル,お待たせし,オマタセシ,オマタセシ,4.840,5.676,4.840,5.676,0,B
T004_001,15,I,IC03_さとし,まし,マス,ます,助動詞,助動詞-マス,連用形-一般,和,,マス,まし,マシ,マシ,4.840,5.676,4.840,5.676,0,I
T004_001,16,I,IC03_さとし,た,タ,た,助動詞,助動詞-タ,終止形-一般,和,,タ,た。,タ,タ,4.840,5.676,4.840,5.676,0,I
T004_001,17,B,IC01_一ノ宮,お待たせし,オマタセスル,御待たせする,動詞-一般,サ行変格,連用形-一般,和,,オマタセスル,お待たせし,オマタセシ,オマタセシ,5.722,6.800,5.722,6.800,0,B
T004_001,18,I,IC01_一ノ宮,まし,マス,ます,助動詞,助動詞-マス,連用形-一般,和,,マス,まし,マシ,マシ,5.722,6.800,5.722,6.800,0,I
T004_001,19,I,IC01_一ノ宮,た,タ,た,助動詞,助動詞-タ,終止形-一般,和,,タ,た。,タ,タ,5.722,6.800,5.722,6.800,0,I
T004_001,20,B,IC01_一ノ宮,こちら,コチラ,此方,代名詞,,,和,,コチラ,こちら,コチラ,コチラ,6.807,7.512,6.807,7.512,0,B
T004_001,21,I,IC01_一ノ宮,こそ,コソ,こそ,助詞-係助詞,,,和,,コソ,こそ。,コソ,コソ,6.807,7.512,6.807,7.512,0,I
T004_001,22,B,IC01_一ノ宮,あれ,アレ,あれ,感動詞-一般,,,和,,アレ,あれ。,アレ,アレ,8.048,8.405,8.048,8.405,0,B
T004_001,23,B,IC01_一ノ宮,眼鏡,メガネ,眼鏡,名詞-普通名詞-一般,,,和,,メガネ,眼鏡,メガネ,メガネ,8.405,9.196,8.405,9.196,0,B
T004_001,24,I,IC01_一ノ宮,の,ノ,の,助詞-格助詞,,,和,,ノ,の,ノ,ノ,8.405,9.196,8.405,9.196,0,I
T004_001,25,I,IC01_一ノ宮,カバー,カバー,カバー,名詞-普通名詞-一般,,,外,cover,カバー,カバー。,カバー,カバー,8.405,9.196,8.405,9.196,0,B
T004_001,26,B,IC01_一ノ宮,あっ,アッ,あっ,感動詞-一般,,,和,,アッ,あっ。,アッ,アッ,9.250,9.320,9.250,9.320,0,B
T004_001,27,B,IC01_一ノ宮,ここ,ココ,此処,代名詞,,,和,,ココ,ここ,ココ,ココ,9.394,9.759,9.394,9.759,0,B
T004_001,28,I,IC01_一ノ宮,だ,ダ,だ,助動詞,助動詞-ダ,終止形-一般,和,,ダ,だ。,ダ,ダ,9.394,9.759,9.394,9.759,0,I
T004_001,29,B,IC03_さとし,あー,アア,ああ,感動詞-一般,,,和,,アア,あー。,アー,アー,10.463,11.165,10.463,11.165,0,B
T004_001,30,B,IC01_一ノ宮,お疲れ,オツカレ,御疲れ,名詞-普通名詞-一般,,,和,,オツカレ,お疲れ:。,オツカレ,オツカレー,11.470,12.650,11.470,12.650,0,B
T004_001,31,B,IC01_一ノ宮,お腹,オナカ,御腹,名詞-普通名詞-一般,,,和,,オナカ,お腹,オナカ,オナカ,13.370,14.854,13.370,14.854,0,B
T004_001,32,I,IC01_一ノ宮,すい,スク,空く,動詞-一般,五段-カ行,連用形-イ音便,和,,スク,すい,スイ,スイ,13.370,14.854,13.370,14.854,0,B
T004_001,33,I,IC01_一ノ宮,た,タ,た,助動詞,助動詞-タ,終止形-一般,和,,タ,た:。,タ,ター,13.370,14.854,13.370,14.854,0,I
T004_001,34,B,IC03_さとし,すい,スク,空く,動詞-一般,五段-カ行,連用形-イ音便,和,,スク,すい,スイ,スイ,14.832,15.654,14.832,15.654,0,B
T004_001,35,I,IC03_さとし,た,タ,た,助動詞,助動詞-タ,終止形-一般,和,,タ,た:。,タ,ター,14.832,15.654,14.832,15.654,0,I
T004_001,36,B,IC01_一ノ宮,よいっしょ,ヨイショ,よいしょ,感動詞-一般,,,和,,ヨイッショ,よいっしょ。,ヨイッショ,ヨイッショ,15.945,16.712,15.945,16.712,0,B
T004_001,37,B,IC01_一ノ宮,はあ,ハア,はあ,感動詞-一般,,,和,,ハア,はあ。,ハー,ハー,18.406,19.102,18.406,19.102,0,B
T004_001,38,B,IC03_さとし,まだ,マダ,未だ,副詞,,,和,,マダ,まだ,マダ,マダ,20.803,22.108,20.803,22.108,0,B
T004_001,39,I,IC03_さとし,雨,アメ,雨,名詞-普通名詞-一般,,,和,,アメ,雨,アメ,アメ,20.803,22.108,20.803,22.108,0,B
