会話ID,長単位連番,文頭フラグ,話者ラベル,書字形,語彙素読み,語彙素,品詞,活用型,活用形,語種,語彙素細分類,語形,タグ付き書字形,発音形出現形,発音,発話単位の開始時刻,発話単位の終了時刻,転記単位の開始時刻,転記単位の終了時刻,仮名,文節頭フラグ
S001_006,1,B,IC01_健,これ,コレ,此れ,代名詞,,,和,,コレ,これ,コレ,コレ,0.511,1.376,0.511,1.376,0,B
S001_006,2,I,IC01_健,ここ,ココ,此処,代名詞,,,和,,ココ,ここ,ココ,ココ,0.511,1.376,0.511,1.376,0,B
S001_006,3,I,IC01_健,に,ニ,に,助詞-格助詞,,,和,,ニ,に,ニ,ニ,0.511,1.376,0.511,1.376,0,I
S001_006,4,I,IC01_健,置く,オク,置く,動詞-一般,五段-カ行,終止形-一般,和,,オク,置く,オク,オク,0.511,1.376,0.511,1.376,0,B
S001_006,5,I,IC01_健,か,カ,か,助詞-終助詞,,,和,,カ,か。,カ,カ,0.511,1.376,0.511,1.376,0,I
S001_006,6,B,IC03_千紘,じゃあ,デ,で,接続詞,,,和,,ジャア,じゃあ,ジャー,ジャー,1.012,2.191,1.012,2.191,0,B
S001_006,7,I,IC03_千紘,もう,モウ,もう,副詞,,,和,,モウ,もう,モー,モー,1.012,2.191,1.012,2.191,0,B
S001_006,8,I,IC03_千紘,一回,イッカイ,一回,名詞-数詞,,,漢,,イッカイ,一回,イッカイ,イッカイ,1.012,2.191,1.012,2.191,0,B
S001_006,9,I,IC03_千紘,乾杯する,カンパイスル,乾杯する,動詞-一般,サ行変格,終止形-一般,混,,カンパイスル,乾杯する?。,カンパイスル,カンパイスル,1.012,2.191,1.012,2.191,0,B
S001_006,10,B,IC04_翔子,うん,ウン,うん,感動詞-一般,,,和,,ウン,うん。,ウン,ウン,1.823,2.240,1.823,2.240,0,B
S001_006,11,B,IC01_健,ん,ン,ん,感動詞-一般,,,和,,ン,ん。,ン,ン,2.314,2.366,2.314,2.366,0,B
S001_006,12,B,IC02_淳,え,エッ,えっ,感動詞-一般,,,和,,エ,え。,エ,エ,2.334,2.392,2.334,2.392,0,B
S001_006,13,B,IC01_健,そう,ソウ,そう,副詞,,,和,,ソウ,そう,ソー,ソー,2.366,2.870,2.366,2.870,0,B
S001_006,14,I,IC01_健,だ,ダ,だ,助動詞,助動詞-ダ,終止形-一般,和,,ダ,だ,ダ,ダ,2.366,2.870,2.366,2.870,0,I
S001_006,15,I,IC01_健,ね,ネ,ね,助詞-終助詞,,,和,,ネ,ね?。,ネ,ネ,2.366,2.870,2.366,2.870,0,I
S001_006,16,B,IC02_淳,し,スル,する,動詞-一般,サ行変格,連用形-一般,和,,スル,し,シ,シ,2.392,3.079,2.392,3.079,0,B
S001_006,17,I,IC02_淳,た,タ,た,助動詞,助動詞-タ,連体形-一般,和,,タ,た,タ,タ,2.392,3.079,2.392,3.079,0,I
S001_006,18,I,IC02_淳,ほう,ホウ,方,名詞-普通名詞-一般,,,漢,,ホウ,ほう,ホー,ホー,2.392,3.079,2.392,3.079,0,B
S001_006,19,I,IC02_淳,が,ガ,が,助詞-格助詞,,,和,,ガ,が,ガ,ガ,2.392,3.079,2.392,3.079,0,I
S001_006,20,I,IC02_淳,い,ヨイ,良い,形容詞-一般,形容詞,連体形-省略,和,,イイ,い,イ,イ,2.392,3.079,2.392,3.079,0,B
S001_006,21,I,IC02_淳,んじゃない,ノデハナイ,のではない,助動詞,形容詞,終止形-一般,和,,ンジャナイ,んじゃない?。,ンジャナイ,ンジャナイ,2.392,3.079,2.392,3.079,0,I
S001_006,22,B,IC01_健,そう,ソウ,そう,副詞,,,和,,ソウ,そう,ソー,ソー,2.995,3.462,2.995,3.462,0,B
S001_006,23,I,IC01_健,しよう,スル,する,動詞-一般,サ行変格,意志推量形,和,,スル,しよう。,シヨー,シヨー,2.995,3.462,2.995,3.462,0,B
S001_006,24,B,IC04_翔子,あ,アッ,あっ,感動詞-一般,,,和,,ア,あ。,ア,ア,3.026,3.134,3.026,3.134,0,B
S001_006,25,B,IC04_翔子,そう,ソウ,そう,副詞,,,和,,ソウ,そう,ソー,ソー,3.134,3.524,3.134,3.524,0,B
S001_006,26,I,IC04_翔子,だ,ダ,だ,助動詞,助動詞-ダ,終止形-一般,和,,ダ,だ。,ダ,ダ,3.134,3.524,3.134,3.524,0,I
S001_006,27,B,IC03_千紘,ね,ネ,ね,助詞-終助詞,,,和,,ネ,ね。,ネ,ネ,3.400,3.713,3.400,3.713,0,B
S001_006,28,B,IC02_淳,◇,,,形態論情報付与対象外,,,,,,(L ◇),◇,◇,3.473,4.513,3.473,4.513,0,B
S001_006,29,B,IC03_千紘,◇,,,形態論情報付与対象外,,,,,,(L ◇),◇,◇,3.819,4.525,3.819,4.525,0,B
S001_006,30,B,IC01_健,そう,ソウ,そう,副詞,,,和,,ソウ,(L そう,ソー,ソー,4.232,4.961,4.232,4.961,0,B
S001_006,31,I,IC01_健,だ,ダ,だ,助動詞,助動詞-ダ,終止形-一般,和,,ダ,だ,ダ,ダ,4.232,4.961,4.232,4.961,0,I
S001_006,32,I,IC01_健,ね,ネ,ね,助詞-終助詞,,,和,,ネ,ね)?。,ネ,ネ,4.232,4.961,4.232,4.961,0,I
S001_006,33,B,IC02_淳,そう,ソウ,そう,副詞,,,和,,ソウ,(L そう,ソー,ソー,4.854,5.344,4.854,5.344,0,B
S001_006,34,I,IC02_淳,だ,ダ,だ,助動詞,助動詞-ダ,終止形-一般,和,,ダ,だ,ダ,ダ,4.854,5.344,4.854,5.344,0,I
S001_006,35,I,IC02_淳,ね,ネ,ね,助詞-終助詞,,,和,,ネ,ね)?。,ネ,ネ,4.854,5.344,4.854,5.344,0,I
S001_006,36,B,IC04_翔子,じゃあ,デ,で,接続詞,,,和,,ジャア,じゃあ。,ジャー,ジャー,5.433,5.804,5.433,5.804,0,B
S001_006,37,B,IC03_千紘,健くん,ケンクン,健君,名詞-固有名詞-人名-名,,,固,,ケンクン,(R 健)くん,ケンクン,ケンクン,5.654,7.444,5.654,7.444,1,B
S001_006,38,I,IC03_千紘,と,ト,と,助詞-格助詞,,,和,,ト,と,ト,ト,5.654,7.444,5.654,7.444,0,I
S001_006,39,I,IC03_千紘,ショ,,,言いよどみ,,,,,,(R (D ショ)) ,ショ,ショ,5.654,7.444,5.654,7.444,1,B
S001_006,40,I,IC03_千紘,翔子さん,ショウコサン,翔子さん,名詞-固有名詞-人名-名,,,固,,ショウコサン,(R 翔子)さん,ショーコサン,ショーコサン,5.654,7.444,5.654,7.444,1,B
S001_006,41,I,IC03_千紘,の,ノ,の,助詞-格助詞,,,和,,ノ,の。,ノ,ノ,5.654,7.444,5.654,7.444,0,I
S001_006,42,B,IC01_健,じゃあ,デ,で,接続詞,,,和,,ジャア,じゃあ。,ジャー,ジャー,6.072,6.521,6.072,6.521,0,B
S001_006,43,B,IC01_健,乾杯,カンパイ,乾杯,名詞-普通名詞-一般,,,漢,,カンパイ,乾杯。,カンパイ,カンパイ,7.058,7.718,7.058,7.718,0,B
S001_006,44,B,IC02_淳,うん,ウン,うん,感動詞-一般,,,和,,ウン,うん。,ウン,ウン,7.191,7.467,7.191,7.467,0,B
S001_006,45,B,IC03_千紘,ショー,,,言いよどみ,,,,,,(R (D ショー)) ,ショー,ショー,7.762,9.345,7.762,9.345,1,B
S001_006,46,I,IC03_千紘,翔子さん,ショウコサン,翔子さん,名詞-固有名詞-人名-名,,,固,,ショウコサン,(R 翔子)さん,ショーコサン,ショーコサン,7.762,9.345,7.762,9.345,1,B
S001_006,47,I,IC03_千紘,で,ダ,だ,助動詞,助動詞-ダ,連用形-一般,和,,ダ,で,デ,デ,7.762,9.345,7.762,9.345,0,I
S001_006,48,I,IC03_千紘,いい,ヨイ,良い,形容詞-一般,形容詞,連体形-一般,和,,イイ,いい,イー,イー,7.762,9.345,7.762,9.345,0,B
S001_006,49,I,IC03_千紘,の,ノ,の,助詞-準体助詞,,,和,,ノ,の,ノ,ノ,7.762,9.345,7.762,9.345,0,I
S001_006,50,I,IC03_千紘,ね,ネ,ね,助詞-終助詞,,,和,,ネ,ね?。,ネ,ネ,7.762,9.345,7.762,9.345,0,I
S001_006,51,B,IC02_淳,ね,ネ,ね,助詞-終助詞,,,和,,ネ,ね。,ネ,ネ,8.659,9.042,8.659,9.042,0,B
S001_006,52,B,IC04_翔子,はーい,ハイ,はい,感動詞-一般,,,和,,ハアイ,はーい。,ハーイ,ハーイ,8.698,9.172,8.698,9.172,0,B
S001_006,53,B,IC02_淳,はい,ハイ,はい,感動詞-一般,,,和,,ハイ,はい。,ハイ,ハイ,9.042,9.254,9.042,9.254,0,B
S001_006,54,B,IC01_健,きょう,キョウ,今日,名詞-普通名詞-一般,,,和,,キョウ,(U きょう)。,キョー,キョー,9.045,9.297,9.045,9.297,0,B
S001_006,55,B,IC03_千紘,おめでとう,オメデトウ,御めでとう,感動詞-一般,,,和,,オメデタイ,おめでとう,オメデトー,オメデトー,9.345,10.561,9.345,10.561,0,B
S001_006,56,I,IC03_千紘,ござい,ゴザル,御座る,動詞-一般,五段-ラ行,連用形-イ音便,混,,ゴザル,ござい,ゴザイ,ゴザイ,9.345,10.561,9.345,10.561,0,B
S001_006,57,I,IC03_千紘,ます,マス,ます,助動詞,助動詞-マス,終止形-一般,和,,マス,ます。,マス,マス,9.345,10.561,9.345,10.561,0,I
S001_006,58,B,IC02_淳,おめでとう,オメデトウ,御めでとう,感動詞-一般,,,和,,オメデタイ,おめでとう,オメデトー,オメデトー,9.484,12.150,9.484,12.150,0,B
S001_006,59,I,IC02_淳,ござい,ゴザル,御座る,動詞-一般,五段-ラ行,連用形-イ音便,混,,ゴザル,ござい,ゴザイ,ゴザイ,9.484,12.150,9.484,12.150,0,B
S001_006,60,I,IC02_淳,ます,マス,ます,助動詞,助動詞-マス,終止形-一般,和,,マス,ま:(T す)。,マス,マース,9.484,12.150,9.484,12.150,0,I
S001_006,61,B,IC04_翔子,ありがとう,アリガトウ,有り難う,感動詞-一般,,,和,,アリガトウ,ありがとう,アリガトー,アリガトー,9.901,11.326,9.901,11.326,0,B
S001_006,62,I,IC04_翔子,ござい,ゴザル,御座る,動詞-一般,五段-ラ行,連用形-イ音便,混,,ゴザル,ござい,ゴザイ,ゴザイ,9.901,11.326,9.901,11.326,0,B
S001_006,63,I,IC04_翔子,ます,マス,ます,助動詞,助動詞-マス,終止形-一般,和,,マス,(W マー|ます)。,マス,マー,9.901,11.326,9.901,11.326,0,I
S001_006,64,B,IC01_健,おめでとう,オメデトウ,御めでとう,感動詞-一般,,,和,,オメデタイ,おめでとう。,オメデトー,オメデトー,9.988,10.614,9.988,10.614,0,B
S001_006,65,B,IC03_千紘,ご結婚,ゴケッコン,御結婚,名詞-普通名詞-一般,,,漢,,ゴケッコン,ご結婚。,ゴケッコン,ゴケッコン,10.561,11.333,10.561,11.333,0,B
S001_006,66,B,IC01_健,ありざーす,アリザス,ありざす,感動詞-一般,,,和,,アリザアス,(G ありがとうございます|ありざーす)。,アリザース,アリザース,11.179,12.775,11.179,12.775,0,B
S001_006,67,B,IC03_千紘,お幸せ,オシアワセ,御幸せ,形状詞-一般,,,和,,オシアワセ,お幸せ,オシアワセ,オシアワセ,11.333,12.294,11.333,12.294,0,B
S001_006,68,I,IC03_千紘,に,ダ,だ,助動詞,助動詞-ダ,連用形-ニ,和,,ダ,に。,ニ,ニ,11.333,12.294,11.333,12.294,0,I
S001_006,69,B,IC03_千紘,◇,,,形態論情報付与対象外,,,,,,(L ◇),◇,◇,12.425,12.782,12.425,12.782,0,B
S001_006,70,B,IC02_淳,いい,ヨイ,良い,形容詞-一般,形容詞,終止形-一般,和,,イイ,(T いい,イー,イー,15.852,16.883,15.852,16.883,0,B
S001_006,71,I,IC02_淳,ね,ネ,ね,助詞-終助詞,,,和,,ネ,ね:)?。,ネ,ネー,15.852,16.883,15.852,16.883,0,I
S001_006,72,B,IC01_健,これ,コレ,此れ,代名詞,,,和,,コレ,これ ,コレ,コレ,16.584,17.519,16.584,17.519,0,B
S001_006,73,I,IC01_健,食べ,タベル,食べる,動詞-一般,下一段-バ行,連用形-一般,和,,タベル,食べ,タベ,タベ,16.584,17.519,16.584,17.519,0,B
S001_006,74,I,IC01_健,て,テ,て,助詞-接続助詞,,,和,,テ,て:。,テ,テー,16.584,17.519,16.584,17.519,0,I
S001_006,75,B,IC02_淳,うん,ウン,うん,感動詞-一般,,,和,,ウン,うん ,ウン,ウン,17.499,18.080,17.499,18.080,0,B
S001_006,76,I,IC02_淳,うん,ウン,うん,感動詞-一般,,,和,,ウン,うん ,ウン,ウン,17.499,18.080,17.499,18.080,0,B
S001_006,77,I,IC02_淳,うん,ウン,うん,感動詞-一般,,,和,,ウン,うん。,ウン,ウン,17.499,18.080,17.499,18.080,0,B
S001_006,78,B,IC04_翔子,冷め,サメル,冷める,動詞-一般,下一段-マ行,連用形-一般,和,,サメル,冷め,サメ,サメ,18.172,19.033,18.172,19.033,0,B
S001_006,79,I,IC04_翔子,ちゃっ,チャウ,ちゃう,助動詞,五段-ワア行,連用形-促音便,和,,チャウ,ちゃっ,チャッ,チャッ,18.172,19.033,18.172,19.033,0,I
S001_006,80,I,IC04_翔子,た,タ,た,助動詞,助動詞-タ,終止形-一般,和,,タ,た,タ,タ,18.172,19.033,18.172,19.033,0,I
S001_006,81,I,IC04_翔子,ね,ネ,ね,助詞-終助詞,,,和,,ネ,ね?。,ネ,ネ,18.172,19.033,18.172,19.033,0,I
S001_006,82,B,IC02_淳,いただき,イタダク,頂く,動詞-一般,五段-カ行,連用形-一般,和,,イタダク,いただき,イタダキ,イタダキ,18.309,19.439,18.309,19.439,0,B
S001_006,83,I,IC02_淳,ます,マス,ます,助動詞,助動詞-マス,終止形-一般,和,,マス,ま:す。,マス,マース,18.309,19.439,18.309,19.439,0,I
