会話ID,長単位連番,文頭フラグ,話者ラベル,書字形,語彙素読み,語彙素,品詞,活用型,活用形,語種,語彙素細分類,語形,タグ付き書字形,発音形出現形,発音,発話単位の開始時刻,発話単位の終了時刻,転記単位の開始時刻,転記単位の終了時刻,仮名,文節頭フラグ
C001_001,1,B,IC01_玲子,え,エッ,えっ,感動詞-一般,,,和,,エ,え。,エ,エ,0.048,0.133,0.048,0.133,0,B
C001_001,2,B,IC01_玲子,それで,ソレデ,其れで,接続詞,,,和,,ソレデ,それで,ソレデ,ソレデ,0.133,1.866,0.133,0.738,0,B
C001_001,3,I,IC01_玲子,落ち,オチル,落ちる,動詞-一般,上一段-タ行,連用形-一般,和,,オチル,落ち,オチ,オチ,0.133,1.866,0.133,0.738,0,B
C001_001,4,I,IC01_玲子,ム,,,言いよどみ,,,,,,(L (D ム)),ム,ム,0.133,1.866,0.133,0.738,0,B
C001_001,5,I,IC01_玲子,◇,,,形態論情報付与対象外,,,,,,(L ◇),◇,◇,0.133,1.866,0.738,0.928,0,I
C001_001,6,I,IC01_玲子,落ち武者,オチムシャ,落ち武者,名詞-普通名詞-一般,,,混,,オチムシャ,(L 落ち武者,オチムシャ,オチムシャ,0.133,1.866,0.928,1.866,0,B
C001_001,7,I,IC01_玲子,は,ハ,は,助詞-係助詞,,,和,,ハ,は,ワ,ワ,0.133,1.866,0.928,1.866,0,I
C001_001,8,I,IC01_玲子,何,ナニ,何,代名詞,,,和,,ナニ,(U 何/何人))。,ナニ,ナニ,0.133,1.866,0.928,1.866,0,B
C001_001,9,B,IC02_夏樹,そいで,ソレデ,其れで,接続詞,,,和,,ソイデ,そいで。,ソイデ,ソイデ,0.755,1.239,0.755,1.239,0,B
C001_001,10,B,IC04_美沙,え,エッ,えっ,感動詞-一般,,,和,,エ,え。,エ,エ,1.071,1.298,1.071,1.298,0,B
C001_001,11,B,IC04_美沙,落ち武者,オチムシャ,落ち武者,名詞-普通名詞-一般,,,混,,オチムシャ,落ち武者?。,オチムシャ,オチムシャ,1.298,1.858,1.298,1.858,0,B
C001_001,12,B,IC04_美沙,落ち武者,オチムシャ,落ち武者,名詞-普通名詞-一般,,,混,,オチムシャ,落ち武者 ,オチムシャ,オチムシャ,2.062,5.115,2.062,5.115,0,B
C001_001,13,I,IC04_美沙,えーと,エート,えーと,感動詞-フィラー,,,和,,エート,えーと ,エート,エート,2.062,5.115,2.062,5.115,0,B
C001_001,14,I,IC04_美沙,落ち武者,オチムシャ,落ち武者,名詞-普通名詞-一般,,,混,,オチムシャ,落ち武者,オチムシャ,オチムシャ,2.062,5.115,2.062,5.115,0,B
C001_001,15,I,IC04_美沙,は,ハ,は,助詞-係助詞,,,和,,ハ,は,ワ,ワ,2.062,5.115,2.062,5.115,0,I
C001_001,16,I,IC04_美沙,沢村さん,サワムラサン,沢村さん,名詞-固有名詞-人名-姓,,,固,,サワムラサン,(R 沢村)さん,サワムラサン,サワムラサン,2.062,5.115,2.062,5.115,1,B
C001_001,17,I,IC04_美沙,て,ッテ,って,助詞-副助詞,,,和,,テ,て,テ,テ,2.062,5.115,2.062,5.115,0,I
C001_001,18,I,IC04_美沙,ゆう,イウ,言う,動詞-一般,五段-ワア行,連体形-一般,和,,ユウ,ゆう,ユー,ユー,2.062,5.115,2.062,5.115,0,B
C001_001,19,I,IC04_美沙,人,ヒト,人,名詞-普通名詞-一般,,,和,,ヒト,人,ヒト,ヒト,2.062,5.115,2.062,5.115,0,B
C001_001,20,I,IC04_美沙,で,ダ,だ,助動詞,助動詞-ダ,連用形-一般,和,,ダ,で:。,デ,デー,2.062,5.115,2.062,5.115,0,I
C001_001,21,B,IC05_美香,◇,,,形態論情報付与対象外,,,,,,(L ◇),◇,◇,3.733,4.141,3.733,4.141,0,B
C001_001,22,B,IC01_玲子,◇,,,形態論情報付与対象外,,,,,,(L ◇),◇,◇,4.891,5.491,4.891,5.491,0,B
C001_001,23,B,IC04_美沙,◇,,,形態論情報付与対象外,,,,,,(L ◇),◇,◇,5.115,8.573,5.115,8.573,0,B
C001_001,24,B,IC03_可奈子,◇,,,形態論情報付与対象外,,,,,,(L ◇),◇,◇,5.635,11.017,5.635,11.017,0,B
C001_001,25,B,IC02_夏樹,◇,,,形態論情報付与対象外,,,,,,(L ◇),◇,◇,6.633,7.283,6.633,7.283,0,B
C001_001,26,B,IC01_玲子,◇,,,形態論情報付与対象外,,,,,,(L ◇),◇,◇,7.010,9.778,7.010,9.778,0,B
C001_001,27,B,IC02_夏樹,あー,アア,ああ,感動詞-一般,,,和,,アア,あー。,アー,アー,7.283,7.615,7.283,7.615,0,B
C001_001,28,B,IC02_夏樹,名前,ナマエ,名前,名詞-普通名詞-一般,,,和,,ナマエ,名前 ,ナマエ,ナマエ,7.615,9.782,7.615,9.782,0,B
C001_001,29,I,IC02_夏樹,出し,ダス,出す,動詞-一般,五段-サ行,連用形-一般,和,,ダス,出し,ダシ,ダシ,7.615,9.782,7.615,9.782,0,B
C001_001,30,I,IC02_夏樹,ちゃっ,チャウ,ちゃう,助動詞,五段-ワア行,連用形-促音便,和,,チャウ,ちゃっ,チャッ,チャッ,7.615,9.782,7.615,9.782,0,I
C001_001,31,I,IC02_夏樹,た,タ,た,助動詞,助動詞-タ,終止形-一般,和,,タ,た,タ,タ,7.615,9.782,7.615,9.782,0,I
C001_001,32,I,IC02_夏樹,よ,ヨ,よ,助詞-終助詞,,,和,,ヨ,よ:。,ヨ,ヨー,7.615,9.782,7.615,9.782,0,I
C001_001,33,B,IC04_美沙,名前,ナマエ,名前,名詞-普通名詞-一般,,,和,,ナマエ,名前 ,ナマエ,ナマエ,8.573,9.638,8.573,9.638,0,B
C001_001,34,I,IC04_美沙,出し,ダス,出す,動詞-一般,五段-サ行,連用形-一般,和,,ダス,出し,ダシ,ダシ,8.573,9.638,8.573,9.638,0,B
C001_001,35,I,IC04_美沙,ちゃっ,チャウ,ちゃう,助動詞,五段-ワア行,連用形-促音便,和,,チャウ,ちゃっ,チャッ,チャッ,8.573,9.638,8.573,9.638,0,I
C001_001,36,I,IC04_美沙,た,タ,た,助動詞,助動詞-タ,終止形-一般,和,,タ,た。,タ,タ,8.573,9.638,8.573,9.638,0,I
C001_001,37,B,IC04_美沙,え,エッ,えっ,感動詞-一般,,,和,,エ,え。,エ,エ,9.638,9.761,9.638,9.761,0,B
C001_001,38,B,IC04_美沙,でも,デモ,でも,接続詞,,,和,,デモ,でも,デモ,デモ,9.761,11.261,9.761,11.261,0,B
C001_001,39,I,IC04_美沙,今,イマ,今,副詞,,,和,,イマ,今,イマ,イマ,9.761,11.261,9.761,11.261,0,B
C001_001,40,I,IC04_美沙,も,モ,も,助詞-係助詞,,,和,,モ,も,モ,モ,9.761,11.261,9.761,11.261,0,I
